Year,City,Country,Average_Temperature,Latitude,Longitude
1931,Huntsville,United States,15.914250000000004,34.56,-85.62
1931,Independence,United States,13.819083333333333,39.38,-93.64
1931,Indianapolis,United States,12.797166666666664,39.38,-85.31999999999998
1931,Inglewood,United States,16.60225,34.56,-118.70000000000003
1931,Irvine,United States,17.083916666666664,32.949999999999996,-117.77
1931,Irving,United States,18.5705,32.949999999999996,-96.70000000000003
1931,Jackson,United States,18.104333333333333,32.949999999999996,-90.96000000000002
1931,Jacksonville,United States,21.281666666666666,29.740000000000006,-81.23
1931,Jersey City,United States,11.02575,40.99,-74.55999999999999
1931,Joliet,United States,11.9615,40.99,-87.34000000000002
1931,Kansas City,United States,13.819083333333333,39.38,-93.64
1931,Killeen,United States,18.801916666666667,31.350000000000005,-98.01
1931,Knoxville,United States,13.736666666666666,36.17000000000001,-83.53999999999999
1931,Lafayette,United States,20.263666666666666,29.740000000000006,-92.30999999999999
1931,Lakewood,United States,9.346916666666667,39.38,-104.04999999999997
1931,Lancaster,United States,16.60225,34.56,-118.70000000000003
1931,Lansing,United States,10.586333333333334,42.59000000000001,-85.09000000000002
1931,Laredo,United States,21.480916666666662,28.13,-99.09000000000002
1931,Las Vegas,United States,17.66208333333333,36.17000000000001,-115.35999999999997
1931,Lexington Fayette,United States,14.34675,37.779999999999994,-85.41999999999997
1931,Lincoln,United States,12.288916666666667,40.99,-95.86
1931,Little Rock,United States,17.132500000000004,34.56,-91.46000000000002
1931,Long Beach,United States,17.083916666666664,32.949999999999996,-117.77
1931,Los Angeles,United States,16.60225,34.56,-118.70000000000003
1931,Louisville,United States,14.34675,37.779999999999994,-85.41999999999997
1931,Lowell,United States,8.740166666666667,42.59000000000001,-72.0
1931,Lubbock,United States,15.89091666666667,32.949999999999996,-102.45000000000003
1931,Madison,United States,10.536833333333332,42.59000000000001,-89.45000000000003
1931,Manchester,United States,8.740166666666667,42.59000000000001,-72.0
1931,Memphis,United States,16.841,34.56,-89.51
1931,Mesa,United States,21.136416666666666,32.949999999999996,-112.02
1931,Mesquite,United States,18.5705,32.949999999999996,-96.70000000000003
1931,Metairie,United States,20.394166666666667,29.740000000000006,-90.46000000000002
1931,Miami,United States,22.809083333333334,26.52,-80.60000000000001
1931,Milwaukee,United States,12.390583333333332,42.59000000000001,-87.27
1931,Minneapolis,United States,8.24075,45.81,-93.46000000000002
1931,Miramar,United States,22.809083333333334,26.52,-80.60000000000001
1931,Mobile,United States,18.585749999999997,31.350000000000005,-88.59000000000002
1931,Modesto,United States,12.793083333333334,37.779999999999994,-120.0
1931,Montgomery,United States,17.593833333333333,32.949999999999996,-87.13
1931,Moreno Valley,United States,17.303833333333333,34.56,-116.76
1931,Naperville,United States,11.9615,40.99,-87.34000000000002
1931,Nashville,United States,15.343916666666667,36.17000000000001,-87.51
1931,New Haven,United States,11.320833333333333,40.99,-72.43000000000002
1931,New Orleans,United States,20.394166666666667,29.740000000000006,-90.46000000000002
1931,New York,United States,11.02575,40.99,-74.55999999999999
1931,Newark,United States,11.02575,40.99,-74.55999999999999
1931,Newport News,United States,14.76633333333333,37.779999999999994,-77.28999999999999
1931,Nogales,United States,17.585416666666664,31.350000000000005,-111.20000000000003
1931,Norfolk,United States,16.40008333333333,36.17000000000001,-75.58000000000001
1931,Norman,United States,17.3035,34.56,-97.29999999999997
1931,North Las Vegas,United States,17.66208333333333,36.17000000000001,-115.35999999999997
1931,Norwalk,United States,16.60225,34.56,-118.70000000000003
1931,Nuevo Laredo,United States,21.480916666666662,28.13,-99.09000000000002
1931,Oakland,United States,14.931583333333336,37.779999999999994,-122.02999999999999
1931,Oceanside,United States,17.083916666666664,32.949999999999996,-117.77
1931,Oklahoma City,United States,16.285666666666664,36.17000000000001,-97.46000000000002
1931,Olathe,United States,13.7205,39.38,-95.72000000000001
1931,Omaha,United States,12.288916666666667,40.99,-95.86
1931,Ontario,United States,17.303833333333333,34.56,-116.76
1931,Orange,United States,17.083916666666664,32.949999999999996,-117.77
1931,Orlando,United States,22.26866666666667,28.13,-80.90999999999998
1931,Overland Park,United States,13.819083333333333,39.38,-93.64
1931,Oxnard,United States,16.60225,34.56,-118.70000000000003
1931,Palmdale,United States,16.60225,34.56,-118.70000000000003
1931,Paradise,United States,17.66208333333333,36.17000000000001,-115.35999999999997
1931,Pasadena,United States,18.522333333333336,32.149999999999984,-107.34999999999998
1931,Paterson,United States,11.02575,40.99,-74.55999999999999
1931,Pembroke Pines,United States,22.809083333333334,26.52,-80.60000000000001
1931,Peoria,United States,16.610125,36.97,-100.74499999999996
1931,Philadelphia,United States,13.17875,39.38,-74.90999999999998
1931,Phoenix,United States,21.136416666666666,32.949999999999996,-112.02
1931,Pittsburgh,United States,11.160416666666668,40.99,-80.95000000000002
1931,Plano,United States,18.5705,32.949999999999996,-96.70000000000003
1931,Pomona,United States,16.60225,34.56,-118.70000000000003
1931,Port Saint Lucie,United States,22.809083333333334,26.52,-80.60000000000001
1931,Portland,United States,10.358833333333333,45.81,-123.46000000000002
